TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
"GDP-3,6-dideoxy-D-galactose",XIC,eTargetCompound,C16H25N5O14P2,,,ESI,5000,,0,,574.0946,M+H,+,1,0,120,,,,,596.07654,M+Na,+,1,0,60,,,,,591.12115,M+NH4,+,1,0,60,,,,,572.08005,M-H,-,1,0,60,,,
Biotinyl-5'-AMP,XIC,eTargetCompound,C20H28N7O9PS,,,ESI,5000,,0,,574.14796,M+H,+,1,0,120,,,,,596.1299,M+Na,+,1,0,60,,,,,591.17451,M+NH4,+,1,0,60,,,,,572.13341,M-H,-,1,0,60,,,
Tetrahydrofolyl-[Glu](2),XIC,eTargetCompound,C24H30N8O9,,,ESI,5000,,0,,575.22085,M+H,+,1,0,120,,,,,597.2028,M+Na,+,1,0,60,,,,,592.2474,M+NH4,+,1,0,60,,,,,573.2063,M-H,-,1,0,60,,,
Cucurbitacin A,XIC,eTargetCompound,C32H46O9,,,ESI,5000,,0,,575.32146,M+H,+,1,0,120,,,,,597.3034,M+Na,+,1,0,60,,,,,592.34801,M+NH4,+,1,0,60,,,,,573.30691,M-H,-,1,0,60,,,
Isopentenyladenosine-5'-triphosphate,XIC,eTargetCompound,C15H24N5O13P3,,,ESI,5000,,0,,576.06562,M+H,+,1,0,120,,,,,598.04757,M+Na,+,1,0,60,,,,,593.09217,M+NH4,+,1,0,60,,,,,574.05107,M-H,-,1,0,60,,,
Alpha-Ergocryptine,XIC,eTargetCompound,C32H41N5O5,,,ESI,5000,,0,,576.31805,M+H,+,1,0,120,,,,,598.29999,M+Na,+,1,0,60,,,,,593.34459,M+NH4,+,1,0,60,,,,,574.30349,M-H,-,1,0,60,,,
"Mescaline; 3,4,5-trimethoxyphenethylamine",XIC,eTargetCompound,C32H41N5O5,,,ESI,5000,,0,,576.31805,M+H,+,1,0,120,,,,,598.29999,M+Na,+,1,0,60,,,,,593.34459,M+NH4,+,1,0,60,,,,,574.30349,M-H,-,1,0,60,,,
"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",XIC,eTargetCompound,C38H56O4,,,ESI,5000,,0,,577.42514,M+H,+,1,0,120,,,,,599.40708,M+Na,+,1,0,60,,,,,594.45169,M+NH4,+,1,0,60,,,,,575.41058,M-H,-,1,0,60,,,
3-Hexaprenyl-4-hydroxy-5-methoxybenzoate,XIC,eTargetCompound,C38H56O4,,,ESI,5000,,0,,577.42514,M+H,+,1,0,120,,,,,599.40708,M+Na,+,1,0,60,,,,,594.45169,M+NH4,+,1,0,60,,,,,575.41058,M-H,-,1,0,60,,,
5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)- imidazole-4-carboxamide,XIC,eTargetCompound,C15H25N5O15P2,,,ESI,5000,,0,,578.08951,M+H,+,1,0,120,,,,,600.07146,M+Na,+,1,0,60,,,,,595.11606,M+NH4,+,1,0,60,,,,,576.07496,M-H,-,1,0,60,,,
N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D- ribosyl)-4-imidazolecarboxamide,XIC,eTargetCompound,C15H25N5O15P2,,,ESI,5000,,0,,578.08951,M+H,+,1,0,120,,,,,600.07146,M+Na,+,1,0,60,,,,,595.11606,M+NH4,+,1,0,60,,,,,576.07496,M-H,-,1,0,60,,,
dTDP-D-galacturonate,XIC,eTargetCompound,C16H24N2O17P2,,,ESI,5000,,0,,579.0623,M+H,+,1,0,120,,,,,601.04424,M+Na,+,1,0,60,,,,,596.08885,M+NH4,+,1,0,60,,,,,577.04774,M-H,-,1,0,60,,,
CDP-N-methyl-L-glucosamine,XIC,eTargetCompound,C16H28N4O15P2,,,ESI,5000,,0,,579.10992,M+H,+,1,0,120,,,,,601.09186,M+Na,+,1,0,60,,,,,596.13646,M+NH4,+,1,0,60,,,,,577.09536,M-H,-,1,0,60,,,
"2,3-cis-proanthocyanidin",XIC,eTargetCompound,C30H26O12,,,ESI,5000,,0,,579.1497,M+H,+,1,0,120,,,,,601.13165,M+Na,+,1,0,60,,,,,596.17625,M+NH4,+,1,0,60,,,,,577.13515,M-H,-,1,0,60,,,
Pelargonidin 3-O-rutinoside,XIC,eTargetCompound,C27H30O14,,,ESI,5000,,0,,579.17083,M+H,+,1,0,120,,,,,601.15278,M+Na,+,1,0,60,,,,,596.19738,M+NH4,+,1,0,60,,,,,577.15628,M-H,-,1,0,60,,,
Rhoifolin: Apigenin 7-O-neohesperidoside,XIC,eTargetCompound,C27H30O14,,,ESI,5000,,0,,579.17083,M+H,+,1,0,120,,,,,601.15278,M+Na,+,1,0,60,,,,,596.19738,M+NH4,+,1,0,60,,,,,577.15628,M-H,-,1,0,60,,,
Vitexin 2''-O-beta-L-rhamnoside,XIC,eTargetCompound,C27H30O14,,,ESI,5000,,0,,579.17083,M+H,+,1,0,120,,,,,601.15278,M+Na,+,1,0,60,,,,,596.19738,M+NH4,+,1,0,60,,,,,577.15628,M-H,-,1,0,60,,,
(25S)-5&beta;-spirostan-3&beta;-ol 3-O-&beta;-D- glucoside,XIC,eTargetCompound,C33H54O8,,,ESI,5000,,0,,579.38915,M+H,+,1,0,120,,,,,601.37109,M+Na,+,1,0,60,,,,,596.41569,M+NH4,+,1,0,60,,,,,577.37459,M-H,-,1,0,60,,,
Pelargonidin 3-(6-p-coumaroyl)glucoside,XIC,eTargetCompound,C30H27O12,,,ESI,5000,,0,,580.15753,M+H,+,1,0,120,,,,,602.13947,M+Na,+,1,0,60,,,,,597.18408,M+NH4,+,1,0,60,,,,,578.14297,M-H,-,1,0,60,,,
"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate",XIC,eTargetCompound,C6H17O21P5,,,ESI,5000,,0,,580.90232,M+H,+,1,0,120,,,,,602.88426,M+Na,+,1,0,60,,,,,597.92887,M+NH4,+,1,0,60,,,,,578.88776,M-H,-,1,0,60,,,
"D-myo-Inositol 1,2,4,5,6-pentakisphosphate",XIC,eTargetCompound,C6H17O21P5,,,ESI,5000,,0,,580.90232,M+H,+,1,0,120,,,,,602.88426,M+Na,+,1,0,60,,,,,597.92887,M+NH4,+,1,0,60,,,,,578.88776,M-H,-,1,0,60,,,
"Inositol 1,2,3,4,5-pentakisphosphate",XIC,eTargetCompound,C6H17O21P5,,,ESI,5000,,0,,580.90232,M+H,+,1,0,120,,,,,602.88426,M+Na,+,1,0,60,,,,,597.92887,M+NH4,+,1,0,60,,,,,578.88776,M-H,-,1,0,60,,,
AU003_UDP-glucuronate,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.027,M-,-,1,40.96,60,,,
UDP-D-galacturonate,XIC,eTargetCompound,C15H22N2O18P2,,,ESI,5000,,0,,581.04156,M+H,+,1,0,120,,,,,603.02351,M+Na,+,1,0,60,,,,,598.06811,M+NH4,+,1,0,60,,,,,579.02701,M-H,-,1,0,60,,,
UDP-glucuronic acid; UDP-L-iduronate,XIC,eTargetCompound,C15H22N2O18P2,,,ESI,5000,,0,,581.04156,M+H,+,1,0,120,,,,,603.02351,M+Na,+,1,0,60,,,,,598.06811,M+NH4,+,1,0,60,,,,,579.02701,M-H,-,1,0,60,,,
UDP-L-iduronate,XIC,eTargetCompound,C15H22N2O18P2,,,ESI,5000,,0,,581.04156,M+H,+,1,0,120,,,,,603.02351,M+Na,+,1,0,60,,,,,598.06811,M+NH4,+,1,0,60,,,,,579.02701,M-H,-,1,0,60,,,
Naringin,XIC,eTargetCompound,C27H32O14,,,ESI,5000,,0,,581.18648,M+H,+,1,0,120,,,,,603.16843,M+Na,+,1,0,60,,,,,598.21303,M+NH4,+,1,0,60,,,,,579.17193,M-H,-,1,0,60,,,
Narirutin,XIC,eTargetCompound,C27H32O14,,,ESI,5000,,0,,581.18648,M+H,+,1,0,120,,,,,603.16843,M+Na,+,1,0,60,,,,,598.21303,M+NH4,+,1,0,60,,,,,579.17193,M-H,-,1,0,60,,,
 Phoenicoxanthin/ Adonirubin/ 3-Hydroxycanthaxanthin,XIC,eTargetCompound,C40H52O3,,,ESI,5000,,0,,581.39892,M+H,+,1,0,120,,,,,603.38087,M+Na,+,1,0,60,,,,,598.42547,M+NH4,+,1,0,60,,,,,579.38437,M-H,-,1,0,60,,,
Streptomycin,XIC,eTargetCompound,C21H39N7O12,,,ESI,5000,,0,,582.27295,M+H,+,1,0,120,,,,,604.25489,M+Na,+,1,0,60,,,,,599.2995,M+NH4,+,1,0,60,,,,,580.25839,M-H,-,1,0,60,,,
Biliverdin,XIC,eTargetCompound,C33H34N4O6,,,ESI,5000,,0,,583.25511,M+H,+,1,0,120,,,,,605.23706,M+Na,+,1,0,60,,,,,600.28166,M+NH4,+,1,0,60,,,,,581.24056,M-H,-,1,0,60,,,
 Adonixanthin/ 4-Ketozeaxanthin,XIC,eTargetCompound,C40H54O3,,,ESI,5000,,0,,583.41457,M+H,+,1,0,120,,,,,605.39652,M+Na,+,1,0,60,,,,,600.44112,M+NH4,+,1,0,60,,,,,581.40002,M-H,-,1,0,60,,,
Spheroidenone,XIC,eTargetCompound,C41H58O2,,,ESI,5000,,0,,583.45096,M+H,+,1,0,120,,,,,605.4329,M+Na,+,1,0,60,,,,,600.47751,M+NH4,+,1,0,60,,,,,581.4364,M-H,-,1,0,60,,,
Watasenia luciferin,XIC,eTargetCompound,C26H21N3O9S2,,,ESI,5000,,0,,584.0792,M+H,+,1,0,120,,,,,606.06114,M+Na,+,1,0,60,,,,,601.10575,M+NH4,+,1,0,60,,,,,582.06464,M-H,-,1,0,60,,,
Mg-protoporphyrin,XIC,eTargetCompound,C34H32MgN4O4,,,ESI,5000,,0,,585.23467,M+H,+,1,0,120,,,,,607.21662,M+Na,+,1,0,60,,,,,602.26122,M+NH4,+,1,0,60,,,,,583.22012,M-H,-,1,0,60,,,
(3Z)-Phytochromobilin,XIC,eTargetCompound,C33H36N4O6,,,ESI,5000,,0,,585.27076,M+H,+,1,0,120,,,,,607.25271,M+Na,+,1,0,60,,,,,602.29731,M+NH4,+,1,0,60,,,,,583.25621,M-H,-,1,0,60,,,
"15,16-Dihydrobiliverdin",XIC,eTargetCompound,C33H36N4O6,,,ESI,5000,,0,,585.27076,M+H,+,1,0,120,,,,,607.25271,M+Na,+,1,0,60,,,,,602.29731,M+NH4,+,1,0,60,,,,,583.25621,M-H,-,1,0,60,,,
Bilirubin,XIC,eTargetCompound,C33H36N4O6,,,ESI,5000,,0,,585.27076,M+H,+,1,0,120,,,,,607.25271,M+Na,+,1,0,60,,,,,602.29731,M+NH4,+,1,0,60,,,,,583.25621,M-H,-,1,0,60,,,
Cholicacidglucuronide,XIC,eTargetCompound,C30H48O11,,,ESI,5000,,0,,585.32694,M+H,+,1,0,120,,,,,607.30888,M+Na,+,1,0,60,,,,,602.35349,M+NH4,+,1,0,60,,,,,583.31239,M-H,-,1,0,60,,,
Antheraxanthin,XIC,eTargetCompound,C40H56O3,,,ESI,5000,,0,,585.43022,M+H,+,1,0,120,,,,,607.41217,M+Na,+,1,0,60,,,,,602.45677,M+NH4,+,1,0,60,,,,,583.41567,M-H,-,1,0,60,,,
Capsanthin,XIC,eTargetCompound,C40H56O3,,,ESI,5000,,0,,585.43022,M+H,+,1,0,120,,,,,607.41217,M+Na,+,1,0,60,,,,,602.45677,M+NH4,+,1,0,60,,,,,583.41567,M-H,-,1,0,60,,,
Myxol,XIC,eTargetCompound,C40H56O3,,,ESI,5000,,0,,585.43022,M+H,+,1,0,120,,,,,607.41217,M+Na,+,1,0,60,,,,,602.45677,M+NH4,+,1,0,60,,,,,583.41567,M-H,-,1,0,60,,,
Baccatin III,XIC,eTargetCompound,C31H38O11,,,ESI,5000,,0,,587.24869,M+H,+,1,0,120,,,,,609.23063,M+Na,+,1,0,60,,,,,604.27524,M+NH4,+,1,0,60,,,,,585.23414,M-H,-,1,0,60,,,
(3Z)-Phycocyanobilin,XIC,eTargetCompound,C33H38N4O6,,,ESI,5000,,0,,587.28641,M+H,+,1,0,120,,,,,609.26836,M+Na,+,1,0,60,,,,,604.31296,M+NH4,+,1,0,60,,,,,585.27186,M-H,-,1,0,60,,,
(3Z)-Phycoerythrobilin,XIC,eTargetCompound,C33H38N4O6,,,ESI,5000,,0,,587.28641,M+H,+,1,0,120,,,,,609.26836,M+Na,+,1,0,60,,,,,604.31296,M+NH4,+,1,0,60,,,,,585.27186,M-H,-,1,0,60,,,
all-trans-Hexaprenyl diphosphate,XIC,eTargetCompound,C30H52O7P2,,,ESI,5000,,0,,587.3261,M+H,+,1,0,120,,,,,609.30805,M+Na,+,1,0,60,,,,,604.35265,M+NH4,+,1,0,60,,,,,585.31155,M-H,-,1,0,60,,,
"di-trans,poly-cis-hexaprenyl diphosphate",XIC,eTargetCompound,C30H52O7P2,,,ESI,5000,,0,,587.3261,M+H,+,1,0,120,,,,,609.30805,M+Na,+,1,0,60,,,,,604.35265,M+NH4,+,1,0,60,,,,,585.31155,M-H,-,1,0,60,,,
Presqualene diphosphate,XIC,eTargetCompound,C30H52O7P2,,,ESI,5000,,0,,587.3261,M+H,+,1,0,120,,,,,609.30805,M+Na,+,1,0,60,,,,,604.35265,M+NH4,+,1,0,60,,,,,585.31155,M-H,-,1,0,60,,,
 OH-Spheroidene,XIC,eTargetCompound,C41H62O2,,,ESI,5000,,0,,587.48226,M+H,+,1,0,120,,,,,609.4642,M+Na,+,1,0,60,,,,,604.50881,M+NH4,+,1,0,60,,,,,585.4677,M-H,-,1,0,60,,,
Adenosine tetraphosphate,XIC,eTargetCompound,C10H17N5O16P4,,,ESI,5000,,0,,587.96935,M+H,+,1,0,120,,,,,609.9513,M+Na,+,1,0,60,,,,,604.9959,M+NH4,+,1,0,60,,,,,585.9548,M-H,-,1,0,60,,,
GDP-4-dehydro-6-deoxy-D-mannose,XIC,eTargetCompound,C16H23N5O15P2,,,ESI,5000,,0,,588.07386,M+H,+,1,0,120,,,,,610.05581,M+Na,+,1,0,60,,,,,605.10041,M+NH4,+,1,0,60,,,,,586.05931,M-H,-,1,0,60,,,
GDP-4-keto-6-L-deoxygalactose,XIC,eTargetCompound,C16H23N5O15P2,,,ESI,5000,,0,,588.07386,M+H,+,1,0,120,,,,,610.05581,M+Na,+,1,0,60,,,,,605.10041,M+NH4,+,1,0,60,,,,,586.05931,M-H,-,1,0,60,,,
N-Acetyl-D-glucosaminyldiphosphodolichol,XIC,eTargetCompound,C23H43NO12P2,,,ESI,5000,,0,,588.23333,M+H,+,1,0,120,,,,,610.21527,M+Na,+,1,0,60,,,,,605.25987,M+NH4,+,1,0,60,,,,,586.21877,M-H,-,1,0,60,,,
D-Urobilin,XIC,eTargetCompound,C33H40N4O6,,,ESI,5000,,0,,589.30206,M+H,+,1,0,120,,,,,611.28401,M+Na,+,1,0,60,,,,,606.32861,M+NH4,+,1,0,60,,,,,587.28751,M-H,-,1,0,60,,,
25-HydroxyvitaminD225-(beta-glucuronide),XIC,eTargetCompound,C34H52O8,,,ESI,5000,,0,,589.37349,M+H,+,1,0,120,,,,,611.35544,M+Na,+,1,0,60,,,,,606.40004,M+NH4,+,1,0,60,,,,,587.35894,M-H,-,1,0,60,,,
25-HydroxyvitaminD2-25-glucuronide,XIC,eTargetCompound,C34H52O8,,,ESI,5000,,0,,589.37349,M+H,+,1,0,120,,,,,611.35544,M+Na,+,1,0,60,,,,,606.40004,M+NH4,+,1,0,60,,,,,587.35894,M-H,-,1,0,60,,,
"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose",XIC,eTargetCompound,C17H25N3O16P2,,,ESI,5000,,0,,590.07828,M+H,+,1,0,120,,,,,612.06023,M+Na,+,1,0,60,,,,,607.10483,M+NH4,+,1,0,60,,,,,588.06373,M-H,-,1,0,60,,,
Adenosine 5'-diphosphoglucose; ADP-glucose,XIC,eTargetCompound,C16H25N5O15P2,,,ESI,5000,,0,,590.08951,M+H,+,1,0,120,,,,,612.07146,M+Na,+,1,0,60,,,,,607.11606,M+NH4,+,1,0,60,,,,,588.07496,M-H,-,1,0,60,,,
ADP-mannose,XIC,eTargetCompound,C16H25N5O15P2,,,ESI,5000,,0,,590.08951,M+H,+,1,0,120,,,,,612.07146,M+Na,+,1,0,60,,,,,607.11606,M+NH4,+,1,0,60,,,,,588.07496,M-H,-,1,0,60,,,
GDP-6-deoxy-D-mannose,XIC,eTargetCompound,C16H25N5O15P2,,,ESI,5000,,0,,590.08951,M+H,+,1,0,120,,,,,612.07146,M+Na,+,1,0,60,,,,,607.11606,M+NH4,+,1,0,60,,,,,588.07496,M-H,-,1,0,60,,,
GDP-6-deoxy-D-talose,XIC,eTargetCompound,C16H25N5O15P2,,,ESI,5000,,0,,590.08951,M+H,+,1,0,120,,,,,612.07146,M+Na,+,1,0,60,,,,,607.11606,M+NH4,+,1,0,60,,,,,588.07496,M-H,-,1,0,60,,,
Guanosine 5'-diphospho-beta-L-fucose; GDP-fucose,XIC,eTargetCompound,C16H25N5O15P2,,,ESI,5000,,0,,590.08951,M+H,+,1,0,120,,,,,612.07146,M+Na,+,1,0,60,,,,,607.11606,M+NH4,+,1,0,60,,,,,588.07496,M-H,-,1,0,60,,,
AG014_GDP-L-fucose,XIC,eTargetCompound,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.075,M-,-,1,35.37,60,,,
"dTDP-4-acetamido-4,6-dideoxy-D-glucose",XIC,eTargetCompound,C18H29N3O15P2,,,ESI,5000,,0,,590.11467,M+H,+,1,0,120,,,,,612.09661,M+Na,+,1,0,60,,,,,607.14122,M+NH4,+,1,0,60,,,,,588.10011,M-H,-,1,0,60,,,
"UDP-2-acetamido-4-amino-2,4,6-trideoxyglucose",XIC,eTargetCompound,C17H28N4O15P2,,,ESI,5000,,0,,591.10992,M+H,+,1,0,120,,,,,613.09186,M+Na,+,1,0,60,,,,,608.13646,M+NH4,+,1,0,60,,,,,589.09536,M-H,-,1,0,60,,,
I-Urobilin,XIC,eTargetCompound,C33H42N4O6,,,ESI,5000,,0,,591.31771,M+H,+,1,0,120,,,,,613.29966,M+Na,+,1,0,60,,,,,608.34426,M+NH4,+,1,0,60,,,,,589.30316,M-H,-,1,0,60,,,
trans-Zeatin riboside triphosphate,XIC,eTargetCompound,C15H24N5O14P3,,,ESI,5000,,0,,592.06054,M+H,+,1,0,120,,,,,614.04248,M+Na,+,1,0,60,,,,,609.08709,M+NH4,+,1,0,60,,,,,590.04598,M-H,-,1,0,60,,,
"1,2-Bis-O-sinapoyl-beta-D-glucoside",XIC,eTargetCompound,C28H32O14,,,ESI,5000,,0,,593.18648,M+H,+,1,0,120,,,,,615.16843,M+Na,+,1,0,60,,,,,610.21303,M+NH4,+,1,0,60,,,,,591.17193,M-H,-,1,0,60,,,
7-O-Methylvitexin 2''-O-beta-L-rhamnoside,XIC,eTargetCompound,C28H32O14,,,ESI,5000,,0,,593.18648,M+H,+,1,0,120,,,,,615.16843,M+Na,+,1,0,60,,,,,610.21303,M+NH4,+,1,0,60,,,,,591.17193,M-H,-,1,0,60,,,
I-Urobilinogen,XIC,eTargetCompound,C33H44N4O6,,,ESI,5000,,0,,593.33336,M+H,+,1,0,120,,,,,615.31531,M+Na,+,1,0,60,,,,,610.35991,M+NH4,+,1,0,60,,,,,591.31881,M-H,-,1,0,60,,,
"(20S,22S,25S)-22,25-Epoxyfurost-5-ene-3beta,26-diol 3-O-beta-D-glucoside",XIC,eTargetCompound,C33H52O9,,,ESI,5000,,0,,593.36841,M+H,+,1,0,120,,,,,615.35035,M+Na,+,1,0,60,,,,,610.39496,M+NH4,+,1,0,60,,,,,591.35386,M-H,-,1,0,60,,,
[SP (20:0)] N-(eicosanoyl)-sphing-4-enine,XIC,eTargetCompound,C38H75NO3,,,ESI,5000,,0,,594.58197,M+H,+,1,0,120,,,,,616.56392,M+Na,+,1,0,60,,,,,611.60852,M+NH4,+,1,0,60,,,,,592.56742,M-H,-,1,0,60,,,
Cyanidin 3-O-(6-O-p-coumaroyl)glucoside,XIC,eTargetCompound,C30H26O13,,,ESI,5000,,0,,595.14462,M+H,+,1,0,120,,,,,617.12656,M+Na,+,1,0,60,,,,,612.17117,M+NH4,+,1,0,60,,,,,593.13006,M-H,-,1,0,60,,,
Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside),XIC,eTargetCompound,C30H26O13,,,ESI,5000,,0,,595.14462,M+H,+,1,0,120,,,,,617.12656,M+Na,+,1,0,60,,,,,612.17117,M+NH4,+,1,0,60,,,,,593.13006,M-H,-,1,0,60,,,
Cyanidin 3-O-rutinoside,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Isovitexin 2''-O-beta-D-glucoside,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Luteolin 7-O-neohesperidoside,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Pelargonidin 3-O-sophoroside,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Pelargonin,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Saponarin,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
Vitexin 2''-O-beta-D-glucoside,XIC,eTargetCompound,C27H30O15,,,ESI,5000,,0,,595.16575,M+H,+,1,0,120,,,,,617.14769,M+Na,+,1,0,60,,,,,612.1923,M+NH4,+,1,0,60,,,,,593.15119,M-H,-,1,0,60,,,
pheophorbide a,XIC,eTargetCompound,C35H38N4O5,,,ESI,5000,,0,,595.2915,M+H,+,1,0,120,,,,,617.27344,M+Na,+,1,0,60,,,,,612.31805,M+NH4,+,1,0,60,,,,,593.27694,M-H,-,1,0,60,,,
L-Urobilin,XIC,eTargetCompound,C33H46N4O6,,,ESI,5000,,0,,595.34901,M+H,+,1,0,120,,,,,617.33096,M+Na,+,1,0,60,,,,,612.37556,M+NH4,+,1,0,60,,,,,593.33446,M-H,-,1,0,60,,,
"Glycosyl-4,4'-diaponeurosporenoate",XIC,eTargetCompound,C36H50O7,,,ESI,5000,,0,,595.36293,M+H,+,1,0,120,,,,,617.34488,M+Na,+,1,0,60,,,,,612.38948,M+NH4,+,1,0,60,,,,,593.34838,M-H,-,1,0,60,,,
3-(ADP)-2-phosphoglycerate,XIC,eTargetCompound,C13H20N5O16P3,,,ESI,5000,,0,,596.01907,M+H,+,1,0,120,,,,,618.00101,M+Na,+,1,0,60,,,,,613.04561,M+NH4,+,1,0,60,,,,,594.00451,M-H,-,1,0,60,,,
Eriocitrin,XIC,eTargetCompound,C27H32O15,,,ESI,5000,,0,,597.1814,M+H,+,1,0,120,,,,,619.16334,M+Na,+,1,0,60,,,,,614.20795,M+NH4,+,1,0,60,,,,,595.16684,M-H,-,1,0,60,,,
Berbamunine,XIC,eTargetCompound,C36H40N2O6,,,ESI,5000,,0,,597.29591,M+H,+,1,0,120,,,,,619.27786,M+Na,+,1,0,60,,,,,614.32246,M+NH4,+,1,0,60,,,,,595.28136,M-H,-,1,0,60,,,
Guattegaumerine,XIC,eTargetCompound,C36H40N2O6,,,ESI,5000,,0,,597.29591,M+H,+,1,0,120,,,,,619.27786,M+Na,+,1,0,60,,,,,614.32246,M+NH4,+,1,0,60,,,,,595.28136,M-H,-,1,0,60,,,
Astaxanthin,XIC,eTargetCompound,C40H52O4,,,ESI,5000,,0,,597.39384,M+H,+,1,0,120,,,,,619.37578,M+Na,+,1,0,60,,,,,614.42039,M+NH4,+,1,0,60,,,,,595.37928,M-H,-,1,0,60,,,
9'-cis-Neoxanthin,XIC,eTargetCompound,C40H56O4,,,ESI,5000,,0,,601.42514,M+H,+,1,0,120,,,,,623.40708,M+Na,+,1,0,60,,,,,618.45169,M+NH4,+,1,0,60,,,,,599.41058,M-H,-,1,0,60,,,
9-cis-Violaxanthin,XIC,eTargetCompound,C40H56O4,,,ESI,5000,,0,,601.42514,M+H,+,1,0,120,,,,,623.40708,M+Na,+,1,0,60,,,,,618.45169,M+NH4,+,1,0,60,,,,,599.41058,M-H,-,1,0,60,,,
Capsorubin,XIC,eTargetCompound,C40H56O4,,,ESI,5000,,0,,601.42514,M+H,+,1,0,120,,,,,623.40708,M+Na,+,1,0,60,,,,,618.45169,M+NH4,+,1,0,60,,,,,599.41058,M-H,-,1,0,60,,,
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol,XIC,eTargetCompound,C14H26N3O17P3,,,ESI,5000,,0,,602.05478,M+H,+,1,0,120,,,,,624.03673,M+Na,+,1,0,60,,,,,619.08133,M+NH4,+,1,0,60,,,,,600.04023,M-H,-,1,0,60,,,
"Guanosine 3',5'-bis(diphosphate)",XIC,eTargetCompound,C10H17N5O17P4,,,ESI,5000,,0,,603.96427,M+H,+,1,0,120,,,,,625.94621,M+Na,+,1,0,60,,,,,620.99082,M+NH4,+,1,0,60,,,,,601.94971,M-H,-,1,0,60,,,
Tween 80,XIC,eTargetCompound,C32H60O10,,,ESI,5000,,0,,605.42592,M+H,+,1,0,120,,,,,627.40787,M+Na,+,1,0,60,,,,,622.45247,M+NH4,+,1,0,60,,,,,603.41137,M-H,-,1,0,60,,,
GDP-alpha-D-mannose,XIC,eTargetCompound,C16H25N5O16P2,,,ESI,5000,,0,,606.08443,M+H,+,1,0,120,,,,,628.06637,M+Na,+,1,0,60,,,,,623.11098,M+NH4,+,1,0,60,,,,,604.06988,M-H,-,1,0,60,,,
GDP-glucose,XIC,eTargetCompound,C16H25N5O16P2,,,ESI,5000,,0,,606.08443,M+H,+,1,0,120,,,,,628.06637,M+Na,+,1,0,60,,,,,623.11098,M+NH4,+,1,0,60,,,,,604.06988,M-H,-,1,0,60,,,
GDP-L-galactose,XIC,eTargetCompound,C16H25N5O16P2,,,ESI,5000,,0,,606.08443,M+H,+,1,0,120,,,,,628.06637,M+Na,+,1,0,60,,,,,623.11098,M+NH4,+,1,0,60,,,,,604.06988,M-H,-,1,0,60,,,
