TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
PI 66:12;O,,,C75H123O14P,,,,,,,,1279.872322,M+H,+,1,,,,,,,1301.854264,M+Na,+,1,,,,,,,1296.898869,M+NH4,+,1,,,,,,,1277.857769,M-H,-,1,,,,,
PI 68:0,,,C77H151O13P,,,,,,,,1316.096508,M+H,+,1,,,,,,,1338.07845,M+Na,+,1,,,,,,,1333.123055,M+NH4,+,1,,,,,,,1314.081955,M-H,-,1,,,,,
PI 68:0;O,,,C77H151O14P,,,,,,,,1332.091423,M+H,+,1,,,,,,,1354.073365,M+Na,+,1,,,,,,,1349.11797,M+NH4,+,1,,,,,,,1330.07687,M-H,-,1,,,,,
PI 68:1,,,C77H149O13P,,,,,,,,1314.080858,M+H,+,1,,,,,,,1336.0628,M+Na,+,1,,,,,,,1331.107405,M+NH4,+,1,,,,,,,1312.066305,M-H,-,1,,,,,
PI 68:1;O,,,C77H149O14P,,,,,,,,1330.075773,M+H,+,1,,,,,,,1352.057714,M+Na,+,1,,,,,,,1347.102319,M+NH4,+,1,,,,,,,1328.06122,M-H,-,1,,,,,
PI 68:10;O,,,C77H131O14P,,,,,,,,1311.934922,M+H,+,1,,,,,,,1333.916864,M+Na,+,1,,,,,,,1328.961469,M+NH4,+,1,,,,,,,1309.920369,M-H,-,1,,,,,
PI 68:11,,,C77H129O13P,,,,,,,,1293.924358,M+H,+,1,,,,,,,1315.906299,M+Na,+,1,,,,,,,1310.950904,M+NH4,+,1,,,,,,,1291.909805,M-H,-,1,,,,,
PI 68:11;O,,,C77H129O14P,,,,,,,,1309.919272,M+H,+,1,,,,,,,1331.901214,M+Na,+,1,,,,,,,1326.945819,M+NH4,+,1,,,,,,,1307.904719,M-H,-,1,,,,,
PI 68:12,,,C77H127O13P,,,,,,,,1291.908708,M+H,+,1,,,,,,,1313.890649,M+Na,+,1,,,,,,,1308.935254,M+NH4,+,1,,,,,,,1289.894155,M-H,-,1,,,,,
PI 68:12;O,,,C77H127O14P,,,,,,,,1307.903622,M+H,+,1,,,,,,,1329.885564,M+Na,+,1,,,,,,,1324.930169,M+NH4,+,1,,,,,,,1305.889069,M-H,-,1,,,,,
PI 68:2,,,C77H147O13P,,,,,,,,1312.065208,M+H,+,1,,,,,,,1334.04715,M+Na,+,1,,,,,,,1329.091755,M+NH4,+,1,,,,,,,1310.050655,M-H,-,1,,,,,
PI 68:2;O,,,C77H147O14P,,,,,,,,1328.060123,M+H,+,1,,,,,,,1350.042064,M+Na,+,1,,,,,,,1345.086669,M+NH4,+,1,,,,,,,1326.04557,M-H,-,1,,,,,
PI 68:3,,,C77H145O13P,,,,,,,,1310.049558,M+H,+,1,,,,,,,1332.0315,M+Na,+,1,,,,,,,1327.076105,M+NH4,+,1,,,,,,,1308.035005,M-H,-,1,,,,,
PI 68:3;O,,,C77H145O14P,,,,,,,,1326.044473,M+H,+,1,,,,,,,1348.026414,M+Na,+,1,,,,,,,1343.071019,M+NH4,+,1,,,,,,,1324.02992,M-H,-,1,,,,,
PI 68:4,,,C77H143O13P,,,,,,,,1308.033908,M+H,+,1,,,,,,,1330.01585,M+Na,+,1,,,,,,,1325.060455,M+NH4,+,1,,,,,,,1306.019355,M-H,-,1,,,,,
PI 68:4;O,,,C77H143O14P,,,,,,,,1324.028823,M+H,+,1,,,,,,,1346.010764,M+Na,+,1,,,,,,,1341.055369,M+NH4,+,1,,,,,,,1322.01427,M-H,-,1,,,,,
PI 68:5,,,C77H141O13P,,,,,,,,1306.018258,M+H,+,1,,,,,,,1328.0002,M+Na,+,1,,,,,,,1323.044805,M+NH4,+,1,,,,,,,1304.003705,M-H,-,1,,,,,
PI 68:5;O,,,C77H141O14P,,,,,,,,1322.013173,M+H,+,1,,,,,,,1343.995114,M+Na,+,1,,,,,,,1339.039719,M+NH4,+,1,,,,,,,1319.99862,M-H,-,1,,,,,
PI 68:6,,,C77H139O13P,,,,,,,,1304.002608,M+H,+,1,,,,,,,1325.98455,M+Na,+,1,,,,,,,1321.029155,M+NH4,+,1,,,,,,,1301.988055,M-H,-,1,,,,,
PI 68:6;O,,,C77H139O14P,,,,,,,,1319.997523,M+H,+,1,,,,,,,1341.979464,M+Na,+,1,,,,,,,1337.024069,M+NH4,+,1,,,,,,,1317.98297,M-H,-,1,,,,,
PI 68:7,,,C77H137O13P,,,,,,,,1301.986958,M+H,+,1,,,,,,,1323.968899,M+Na,+,1,,,,,,,1319.013504,M+NH4,+,1,,,,,,,1299.972405,M-H,-,1,,,,,
PI 68:8,,,C77H135O13P,,,,,,,,1299.971308,M+H,+,1,,,,,,,1321.953249,M+Na,+,1,,,,,,,1316.997854,M+NH4,+,1,,,,,,,1297.956755,M-H,-,1,,,,,
PI 68:8;O,,,C77H135O14P,,,,,,,,1315.966222,M+H,+,1,,,,,,,1337.948164,M+Na,+,1,,,,,,,1332.992769,M+NH4,+,1,,,,,,,1313.95167,M-H,-,1,,,,,
PI 68:9,,,C77H133O13P,,,,,,,,1297.955658,M+H,+,1,,,,,,,1319.937599,M+Na,+,1,,,,,,,1314.982204,M+NH4,+,1,,,,,,,1295.941105,M-H,-,1,,,,,
PI 68:9;O,,,C77H133O14P,,,,,,,,1313.950572,M+H,+,1,,,,,,,1335.932514,M+Na,+,1,,,,,,,1330.977119,M+NH4,+,1,,,,,,,1311.936019,M-H,-,1,,,,,
PI O-20:0;O,,,C29H57O13P,,,,,,,,645.3609554,M+H,+,1,,,,,,,667.3428969,M+Na,+,1,,,,,,,662.3875019,M+NH4,+,1,,,,,,,643.3464024,M-H,-,1,,,,,
PI O-20:1,,,C29H55O12P,,,,,,,,627.3503907,M+H,+,1,,,,,,,649.3323322,M+Na,+,1,,,,,,,644.3769372,M+NH4,+,1,,,,,,,625.3358377,M-H,-,1,,,,,
PI O-20:1;O,,,C29H55O13P,,,,,,,,643.3453053,M+H,+,1,,,,,,,665.3272468,M+Na,+,1,,,,,,,660.3718518,M+NH4,+,1,,,,,,,641.3307524,M-H,-,1,,,,,
PI O-20:2,,,C29H53O12P,,,,,,,,625.3347406,M+H,+,1,,,,,,,647.3166821,M+Na,+,1,,,,,,,642.3612871,M+NH4,+,1,,,,,,,623.3201877,M-H,-,1,,,,,
PI O-20:2;O,,,C29H53O13P,,,,,,,,641.3296552,M+H,+,1,,,,,,,663.3115968,M+Na,+,1,,,,,,,658.3562018,M+NH4,+,1,,,,,,,639.3151023,M-H,-,1,,,,,
PI O-20:3,,,C29H51O12P,,,,,,,,623.3190905,M+H,+,1,,,,,,,645.3010321,M+Na,+,1,,,,,,,640.3456371,M+NH4,+,1,,,,,,,621.3045376,M-H,-,1,,,,,
PI O-20:3;O,,,C29H51O13P,,,,,,,,639.3140052,M+H,+,1,,,,,,,661.2959467,M+Na,+,1,,,,,,,656.3405517,M+NH4,+,1,,,,,,,637.2994522,M-H,-,1,,,,,
PI O-20:4,,,C29H49O12P,,,,,,,,621.3034405,M+H,+,1,,,,,,,643.285382,M+Na,+,1,,,,,,,638.329987,M+NH4,+,1,,,,,,,619.2888876,M-H,-,1,,,,,
PI O-20:4;O,,,C29H49O13P,,,,,,,,637.2983551,M+H,+,1,,,,,,,659.2802966,M+Na,+,1,,,,,,,654.3249016,M+NH4,+,1,,,,,,,635.2838022,M-H,-,1,,,,,
PI O-20:5,,,C29H47O12P,,,,,,,,619.2877904,M+H,+,1,,,,,,,641.269732,M+Na,+,1,,,,,,,636.314337,M+NH4,+,1,,,,,,,617.2732375,M-H,-,1,,,,,
PI O-20:5;O,,,C29H47O13P,,,,,,,,635.282705,M+H,+,1,,,,,,,657.2646466,M+Na,+,1,,,,,,,652.3092516,M+NH4,+,1,,,,,,,633.2681521,M-H,-,1,,,,,
PI O-22:0,,,C31H61O12P,,,,,,,,657.3973409,M+H,+,1,,,,,,,679.3792824,M+Na,+,1,,,,,,,674.4238874,M+NH4,+,1,,,,,,,655.3827879,M-H,-,1,,,,,
PI O-22:0;O,,,C31H61O13P,,,,,,,,673.3922555,M+H,+,1,,,,,,,695.374197,M+Na,+,1,,,,,,,690.418802,M+NH4,+,1,,,,,,,671.3777026,M-H,-,1,,,,,
PI O-26:2;O,,,C35H65O13P,,,,,,,,725.4235556,M+H,+,1,,,,,,,747.4054972,M+Na,+,1,,,,,,,742.4501022,M+NH4,+,1,,,,,,,723.4090027,M-H,-,1,,,,,
PI O-36:1,,,C45H87O12P,,,,,,,,851.6007917,M+H,+,1,,,,,,,873.5827332,M+Na,+,1,,,,,,,868.6273382,M+NH4,+,1,,,,,,,849.5862388,M-H,-,1,,,,,
PI O-40:3,,,C49H91O12P,,,,,,,,903.6320918,M+H,+,1,,,,,,,925.6140334,M+Na,+,1,,,,,,,920.6586384,M+NH4,+,1,,,,,,,901.6175389,M-H,-,1,,,,,
PI O-52:0,,,C61H121O12P,,,,,,,,1077.866843,M+H,+,1,,,,,,,1099.848784,M+Na,+,1,,,,,,,1094.893389,M+NH4,+,1,,,,,,,1075.85229,M-H,-,1,,,,,
PI O-56:10;O,,,C65H109O13P,,,,,,,,1129.767857,M+H,+,1,,,,,,,1151.749799,M+Na,+,1,,,,,,,1146.794404,M+NH4,+,1,,,,,,,1127.753304,M-H,-,1,,,,,
PI O-60:10;O,,,C69H117O13P,,,,,,,,1185.830457,M+H,+,1,,,,,,,1207.812399,M+Na,+,1,,,,,,,1202.857004,M+NH4,+,1,,,,,,,1183.815904,M-H,-,1,,,,,
PI O-64:12,,,C73H121O12P,,,,,,,,1221.866843,M+H,+,1,,,,,,,1243.848784,M+Na,+,1,,,,,,,1238.893389,M+NH4,+,1,,,,,,,1219.85229,M-H,-,1,,,,,
PI O-64:12;O,,,C73H121O13P,,,,,,,,1237.861757,M+H,+,1,,,,,,,1259.843699,M+Na,+,1,,,,,,,1254.888304,M+NH4,+,1,,,,,,,1235.847204,M-H,-,1,,,,,
LPI 10:1,,,C19H35O12P,,,,,,,,487.19389,M+H,+,1,,,,,,,509.1758316,M+Na,+,1,,,,,,,504.2204366,M+NH4,+,1,,,,,,,485.1793371,M-H,-,1,,,,,
LPI 12:0,,,C21H41O12P,,,,,,,,517.2408402,M+H,+,1,,,,,,,539.2227818,M+Na,+,1,,,,,,,534.2673868,M+NH4,+,1,,,,,,,515.2262873,M-H,-,1,,,,,
LPI 10:2,,,C19H33O12P,,,,,,,,485.17824,M+H,+,1,,,,,,,507.1601815,M+Na,+,1,,,,,,,502.2047865,M+NH4,+,1,,,,,,,483.163687,M-H,-,1,,,,,
LPI 30:2,,,C39H73O12P,,,,,,,,765.4912413,M+H,+,1,,,,,,,787.4731828,M+Na,+,1,,,,,,,782.5177878,M+NH4,+,1,,,,,,,763.4766883,M-H,-,1,,,,,
LPI 30:2;O,,,C39H73O13P,,,,,,,,781.4861559,M+H,+,1,,,,,,,803.4680974,M+Na,+,1,,,,,,,798.5127024,M+NH4,+,1,,,,,,,779.4716029,M-H,-,1,,,,,
LPI 30:3,,,C39H71O12P,,,,,,,,763.4755912,M+H,+,1,,,,,,,785.4575327,M+Na,+,1,,,,,,,780.5021377,M+NH4,+,1,,,,,,,761.4610383,M-H,-,1,,,,,
LPI 30:3;O,,,C39H71O13P,,,,,,,,779.4705058,M+H,+,1,,,,,,,801.4524473,M+Na,+,1,,,,,,,796.4970523,M+NH4,+,1,,,,,,,777.4559529,M-H,-,1,,,,,
LPI 30:4,,,C39H69O12P,,,,,,,,761.4599411,M+H,+,1,,,,,,,783.4418827,M+Na,+,1,,,,,,,778.4864877,M+NH4,+,1,,,,,,,759.4453882,M-H,-,1,,,,,
LPI 30:4;O,,,C39H69O13P,,,,,,,,777.4548557,M+H,+,1,,,,,,,799.4367973,M+Na,+,1,,,,,,,794.4814023,M+NH4,+,1,,,,,,,775.4403028,M-H,-,1,,,,,
LPI 30:5,,,C39H67O12P,,,,,,,,759.4442911,M+H,+,1,,,,,,,781.4262326,M+Na,+,1,,,,,,,776.4708376,M+NH4,+,1,,,,,,,757.4297381,M-H,-,1,,,,,
LPI 30:5;O,,,C39H67O13P,,,,,,,,775.4392057,M+H,+,1,,,,,,,797.4211472,M+Na,+,1,,,,,,,792.4657522,M+NH4,+,1,,,,,,,773.4246528,M-H,-,1,,,,,
LPI 30:6,,,C39H65O12P,,,,,,,,757.428641,M+H,+,1,,,,,,,779.4105825,M+Na,+,1,,,,,,,774.4551875,M+NH4,+,1,,,,,,,755.4140881,M-H,-,1,,,,,
LPI 30:6;O,,,C39H65O13P,,,,,,,,773.4235556,M+H,+,1,,,,,,,795.4054972,M+Na,+,1,,,,,,,790.4501022,M+NH4,+,1,,,,,,,771.4090027,M-H,-,1,,,,,
LPI 30:7,,,C39H63O12P,,,,,,,,755.4129909,M+H,+,1,,,,,,,777.3949325,M+Na,+,1,,,,,,,772.4395375,M+NH4,+,1,,,,,,,753.398438,M-H,-,1,,,,,
LPI 30:7;O,,,C39H63O13P,,,,,,,,771.4079056,M+H,+,1,,,,,,,793.3898471,M+Na,+,1,,,,,,,788.4344521,M+NH4,+,1,,,,,,,769.3933526,M-H,-,1,,,,,
LPI 32:0,,,C41H81O12P,,,,,,,,797.5538415,M+H,+,1,,,,,,,819.535783,M+Na,+,1,,,,,,,814.580388,M+NH4,+,1,,,,,,,795.5392886,M-H,-,1,,,,,
LPI 32:0;O,,,C41H81O13P,,,,,,,,813.5487561,M+H,+,1,,,,,,,835.5306977,M+Na,+,1,,,,,,,830.5753027,M+NH4,+,1,,,,,,,811.5342032,M-H,-,1,,,,,
LPI 32:1,,,C41H79O12P,,,,,,,,795.5381915,M+H,+,1,,,,,,,817.520133,M+Na,+,1,,,,,,,812.564738,M+NH4,+,1,,,,,,,793.5236385,M-H,-,1,,,,,
LPI 32:1;O,,,C41H79O13P,,,,,,,,811.5331061,M+H,+,1,,,,,,,833.5150476,M+Na,+,1,,,,,,,828.5596526,M+NH4,+,1,,,,,,,809.5185531,M-H,-,1,,,,,
LPI 32:2;O,,,C41H77O13P,,,,,,,,809.517456,M+H,+,1,,,,,,,831.4993975,M+Na,+,1,,,,,,,826.5440025,M+NH4,+,1,,,,,,,807.5029031,M-H,-,1,,,,,
LPI 32:3,,,C41H75O12P,,,,,,,,791.5068913,M+H,+,1,,,,,,,813.4888329,M+Na,+,1,,,,,,,808.5334379,M+NH4,+,1,,,,,,,789.4923384,M-H,-,1,,,,,
LPI 32:3;O,,,C41H75O13P,,,,,,,,807.5018059,M+H,+,1,,,,,,,829.4837475,M+Na,+,1,,,,,,,824.5283525,M+NH4,+,1,,,,,,,805.487253,M-H,-,1,,,,,
LPI 32:4,,,C41H73O12P,,,,,,,,789.4912413,M+H,+,1,,,,,,,811.4731828,M+Na,+,1,,,,,,,806.5177878,M+NH4,+,1,,,,,,,787.4766883,M-H,-,1,,,,,
LPI 32:4;O,,,C41H73O13P,,,,,,,,805.4861559,M+H,+,1,,,,,,,827.4680974,M+Na,+,1,,,,,,,822.5127024,M+NH4,+,1,,,,,,,803.4716029,M-H,-,1,,,,,
LPI 32:5,,,C41H71O12P,,,,,,,,787.4755912,M+H,+,1,,,,,,,809.4575327,M+Na,+,1,,,,,,,804.5021377,M+NH4,+,1,,,,,,,785.4610383,M-H,-,1,,,,,
LPI 32:5;O,,,C41H71O13P,,,,,,,,803.4705058,M+H,+,1,,,,,,,825.4524473,M+Na,+,1,,,,,,,820.4970523,M+NH4,+,1,,,,,,,801.4559529,M-H,-,1,,,,,
LPI O-10:0;O,,,C19H39O12P,,,,,,,,491.2251902,M+H,+,1,,,,,,,513.2071317,M+Na,+,1,,,,,,,508.2517367,M+NH4,+,1,,,,,,,489.2106372,M-H,-,1,,,,,
LPI O-10:1;O,,,C19H37O12P,,,,,,,,489.2095401,M+H,+,1,,,,,,,511.1914816,M+Na,+,1,,,,,,,506.2360866,M+NH4,+,1,,,,,,,487.1949872,M-H,-,1,,,,,
LPI O-10:2,,,C19H35O11P,,,,,,,,471.1989754,M+H,+,1,,,,,,,493.1809169,M+Na,+,1,,,,,,,488.2255219,M+NH4,+,1,,,,,,,469.1844225,M-H,-,1,,,,,
LPI O-10:2;O,,,C19H35O12P,,,,,,,,487.19389,M+H,+,1,,,,,,,509.1758316,M+Na,+,1,,,,,,,504.2204366,M+NH4,+,1,,,,,,,485.1793371,M-H,-,1,,,,,
LPI O-22:1,,,C31H61O11P,,,,,,,,641.4024263,M+H,+,1,,,,,,,663.3843678,M+Na,+,1,,,,,,,658.4289728,M+NH4,+,1,,,,,,,639.3878733,M-H,-,1,,,,,
LPI O-30:0,,,C39H79O11P,,,,,,,,755.5432768,M+H,+,1,,,,,,,777.5252184,M+Na,+,1,,,,,,,772.5698234,M+NH4,+,1,,,,,,,753.5287239,M-H,-,1,,,,,
LPI O-30:0;O,,,C39H79O12P,,,,,,,,771.5381915,M+H,+,1,,,,,,,793.520133,M+Na,+,1,,,,,,,788.564738,M+NH4,+,1,,,,,,,769.5236385,M-H,-,1,,,,,
LPI O-30:1;O,,,C39H77O12P,,,,,,,,769.5225414,M+H,+,1,,,,,,,791.5044829,M+Na,+,1,,,,,,,786.5490879,M+NH4,+,1,,,,,,,767.5079885,M-H,-,1,,,,,
LPI O-30:2,,,C39H75O11P,,,,,,,,751.5119767,M+H,+,1,,,,,,,773.4939182,M+Na,+,1,,,,,,,768.5385232,M+NH4,+,1,,,,,,,749.4974238,M-H,-,1,,,,,
LPI O-16:0,,,C25H51O11P,,,,,,,,559.3241759,M+H,+,1,,,,,,,581.3061175,M+Na,+,1,,,,,,,576.3507225,M+NH4,+,1,,,,,,,557.309623,M-H,-,1,,,,,
LPI O-18:0,,,C27H55O11P,,,,,,,,587.3554761,M+H,+,1,,,,,,,609.3374176,M+Na,+,1,,,,,,,604.3820226,M+NH4,+,1,,,,,,,585.3409231,M-H,-,1,,,,,
LPI 20:1,,,C29H55O12P,,,,,,,,627.3503907,M+H,+,1,,,,,,,649.3323322,M+Na,+,1,,,,,,,644.3769372,M+NH4,+,1,,,,,,,625.3358377,M-H,-,1,,,,,
LPI 22:1,,,C31H59O12P,,,,,,,,655.3816908,M+H,+,1,,,,,,,677.3636323,M+Na,+,1,,,,,,,672.4082373,M+NH4,+,1,,,,,,,653.3671379,M-H,-,1,,,,,
PI 26:1,,,C35H65O13P,,,,,,,,725.4235556,M+H,+,1,,,,,,,747.4054972,M+Na,+,1,,,,,,,742.4501022,M+NH4,+,1,,,,,,,723.4090027,M-H,-,1,,,,,
PI 30:0,,,C39H75O13P,,,,,,,,783.5018059,M+H,+,1,,,,,,,805.4837475,M+Na,+,1,,,,,,,800.5283525,M+NH4,+,1,,,,,,,781.487253,M-H,-,1,,,,,
PI 32:0,,,C41H79O13P,,,,,,,,811.5331061,M+H,+,1,,,,,,,833.5150476,M+Na,+,1,,,,,,,828.5596526,M+NH4,+,1,,,,,,,809.5185531,M-H,-,1,,,,,
PI 36:0,,,C45H87O13P,,,,,,,,867.5957063,M+H,+,1,,,,,,,889.5776479,M+Na,+,1,,,,,,,884.6222529,M+NH4,+,1,,,,,,,865.5811534,M-H,-,1,,,,,
PI 38:7,,,C47H77O13P,,,,,,,,881.517456,M+H,+,1,,,,,,,903.4993975,M+Na,+,1,,,,,,,898.5440025,M+NH4,+,1,,,,,,,879.5029031,M-H,-,1,,,,,
PI 40:10,,,C49H75O13P,,,,,,,,903.5018059,M+H,+,1,,,,,,,925.4837475,M+Na,+,1,,,,,,,920.5283525,M+NH4,+,1,,,,,,,901.487253,M-H,-,1,,,,,
PI 42:2,,,C51H95O13P,,,,,,,,947.6583066,M+H,+,1,,,,,,,969.6402481,M+Na,+,1,,,,,,,964.6848531,M+NH4,+,1,,,,,,,945.6437537,M-H,-,1,,,,,
PI 42:9,,,C51H81O13P,,,,,,,,933.5487561,M+H,+,1,,,,,,,955.5306977,M+Na,+,1,,,,,,,950.5753027,M+NH4,+,1,,,,,,,931.5342032,M-H,-,1,,,,,
PI 44:1,,,C53H101O13P,,,,,,,,977.7052568,M+H,+,1,,,,,,,999.6871983,M+Na,+,1,,,,,,,994.7318033,M+NH4,+,1,,,,,,,975.6907038,M-H,-,1,,,,,
PI 44:10,,,C53H83O13P,,,,,,,,959.5644062,M+H,+,1,,,,,,,981.5463477,M+Na,+,1,,,,,,,976.5909527,M+NH4,+,1,,,,,,,957.5498533,M-H,-,1,,,,,
PI 44:8,,,C53H87O13P,,,,,,,,963.5957063,M+H,+,1,,,,,,,985.5776479,M+Na,+,1,,,,,,,980.6222529,M+NH4,+,1,,,,,,,961.5811534,M-H,-,1,,,,,
PI O-28:0,,,C37H73O12P,,,,,,,,741.4912413,M+H,+,1,,,,,,,763.4731828,M+Na,+,1,,,,,,,758.5177878,M+NH4,+,1,,,,,,,739.4766883,M-H,-,1,,,,,
PI O-28:1,,,C37H71O12P,,,,,,,,739.4755912,M+H,+,1,,,,,,,761.4575327,M+Na,+,1,,,,,,,756.5021377,M+NH4,+,1,,,,,,,737.4610383,M-H,-,1,,,,,
PI O-30:0,,,C39H77O12P,,,,,,,,769.5225414,M+H,+,1,,,,,,,791.5044829,M+Na,+,1,,,,,,,786.5490879,M+NH4,+,1,,,,,,,767.5079885,M-H,-,1,,,,,
PI O-30:1,,,C39H75O12P,,,,,,,,767.5068913,M+H,+,1,,,,,,,789.4888329,M+Na,+,1,,,,,,,784.5334379,M+NH4,+,1,,,,,,,765.4923384,M-H,-,1,,,,,
PI O-32:2,,,C41H77O12P,,,,,,,,793.5225414,M+H,+,1,,,,,,,815.5044829,M+Na,+,1,,,,,,,810.5490879,M+NH4,+,1,,,,,,,791.5079885,M-H,-,1,,,,,
PI O-34:3,,,C43H79O12P,,,,,,,,819.5381915,M+H,+,1,,,,,,,841.520133,M+Na,+,1,,,,,,,836.564738,M+NH4,+,1,,,,,,,817.5236385,M-H,-,1,,,,,
PI O-36:5,,,C45H79O12P,,,,,,,,843.5381915,M+H,+,1,,,,,,,865.520133,M+Na,+,1,,,,,,,860.564738,M+NH4,+,1,,,,,,,841.5236385,M-H,-,1,,,,,
PI O-38:1,,,C47H91O12P,,,,,,,,879.6320918,M+H,+,1,,,,,,,901.6140334,M+Na,+,1,,,,,,,896.6586384,M+NH4,+,1,,,,,,,877.6175389,M-H,-,1,,,,,
PI O-38:6,,,C47H81O12P,,,,,,,,869.5538415,M+H,+,1,,,,,,,891.535783,M+Na,+,1,,,,,,,886.580388,M+NH4,+,1,,,,,,,867.5392886,M-H,-,1,,,,,
PI O-40:0,,,C49H97O12P,,,,,,,,909.679042,M+H,+,1,,,,,,,931.6609836,M+Na,+,1,,,,,,,926.7055886,M+NH4,+,1,,,,,,,907.6644891,M-H,-,1,,,,,
PI O-40:1,,,C49H95O12P,,,,,,,,907.663392,M+H,+,1,,,,,,,929.6453335,M+Na,+,1,,,,,,,924.6899385,M+NH4,+,1,,,,,,,905.648839,M-H,-,1,,,,,
IPC 28:0;O2,,,C34H68NO11P,,,,,,,,698.4602755,M+H,+,1,,,,,,,720.442217,M+Na,+,1,,,,,,,715.486822,M+NH4,+,1,,,,,,,696.4457225,M-H,-,1,,,,,
IPC 28:0;O3,,,C34H68NO12P,,,,,,,,714.4551901,M+H,+,1,,,,,,,736.4371316,M+Na,+,1,,,,,,,731.4817366,M+NH4,+,1,,,,,,,712.4406372,M-H,-,1,,,,,
IPC 28:0;O4,,,C34H68NO13P,,,,,,,,730.4501047,M+H,+,1,,,,,,,752.4320463,M+Na,+,1,,,,,,,747.4766513,M+NH4,+,1,,,,,,,728.4355518,M-H,-,1,,,,,
IPC 28:0;O5,,,C34H68NO14P,,,,,,,,746.4450193,M+H,+,1,,,,,,,768.4269609,M+Na,+,1,,,,,,,763.4715659,M+NH4,+,1,,,,,,,744.4304664,M-H,-,1,,,,,
IPC 28:0;O6,,,C34H68NO15P,,,,,,,,762.439934,M+H,+,1,,,,,,,784.4218755,M+Na,+,1,,,,,,,779.4664805,M+NH4,+,1,,,,,,,760.425381,M-H,-,1,,,,,
IPC 28:1;O2,,,C34H66NO11P,,,,,,,,696.4446254,M+H,+,1,,,,,,,718.426567,M+Na,+,1,,,,,,,713.471172,M+NH4,+,1,,,,,,,694.4300725,M-H,-,1,,,,,
IPC 28:1;O3,,,C34H66NO12P,,,,,,,,712.43954,M+H,+,1,,,,,,,734.4214816,M+Na,+,1,,,,,,,729.4660866,M+NH4,+,1,,,,,,,710.4249871,M-H,-,1,,,,,
IPC 28:1;O4,,,C34H66NO13P,,,,,,,,728.4344547,M+H,+,1,,,,,,,750.4163962,M+Na,+,1,,,,,,,745.4610012,M+NH4,+,1,,,,,,,726.4199017,M-H,-,1,,,,,
IPC 28:1;O5,,,C34H66NO14P,,,,,,,,744.4293693,M+H,+,1,,,,,,,766.4113108,M+Na,+,1,,,,,,,761.4559158,M+NH4,+,1,,,,,,,742.4148163,M-H,-,1,,,,,
IPC 28:1;O6,,,C34H66NO15P,,,,,,,,760.4242839,M+H,+,1,,,,,,,782.4062254,M+Na,+,1,,,,,,,777.4508304,M+NH4,+,1,,,,,,,758.409731,M-H,-,1,,,,,
IPC 28:2;O2,,,C34H64NO11P,,,,,,,,694.4289754,M+H,+,1,,,,,,,716.4109169,M+Na,+,1,,,,,,,711.4555219,M+NH4,+,1,,,,,,,692.4144224,M-H,-,1,,,,,
IPC 28:2;O3,,,C34H64NO12P,,,,,,,,710.42389,M+H,+,1,,,,,,,732.4058315,M+Na,+,1,,,,,,,727.4504365,M+NH4,+,1,,,,,,,708.409337,M-H,-,1,,,,,
IPC 28:2;O4,,,C34H64NO13P,,,,,,,,726.4188046,M+H,+,1,,,,,,,748.4007461,M+Na,+,1,,,,,,,743.4453511,M+NH4,+,1,,,,,,,724.4042517,M-H,-,1,,,,,
IPC 28:2;O5,,,C34H64NO14P,,,,,,,,742.4137192,M+H,+,1,,,,,,,764.3956607,M+Na,+,1,,,,,,,759.4402657,M+NH4,+,1,,,,,,,740.3991663,M-H,-,1,,,,,
IPC 28:2;O6,,,C34H64NO15P,,,,,,,,758.4086338,M+H,+,1,,,,,,,780.3905754,M+Na,+,1,,,,,,,775.4351804,M+NH4,+,1,,,,,,,756.3940809,M-H,-,1,,,,,
IPC 28:3;O2,,,C34H62NO11P,,,,,,,,692.4133253,M+H,+,1,,,,,,,714.3952668,M+Na,+,1,,,,,,,709.4398718,M+NH4,+,1,,,,,,,690.3987724,M-H,-,1,,,,,
IPC 28:3;O3,,,C34H62NO12P,,,,,,,,708.4082399,M+H,+,1,,,,,,,730.3901814,M+Na,+,1,,,,,,,725.4347864,M+NH4,+,1,,,,,,,706.393687,M-H,-,1,,,,,
IPC 28:3;O4,,,C34H62NO13P,,,,,,,,724.4031545,M+H,+,1,,,,,,,746.3850961,M+Na,+,1,,,,,,,741.4297011,M+NH4,+,1,,,,,,,722.3886016,M-H,-,1,,,,,
