TraceFinder Compound Database Export,Schema Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,PEAK 1,,,,,,,,,,PEAK 2,,,,,,,,,,PEAK 3,,,,,,,,,,PEAK 4,,,,,,,,,,
CompoundName,ExperimentType,Compound Type,ChemicalFormula,Category,CAS,Ionization,ResponseThreshold,Internal Standard,Internal Standard Concentration,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp,PrecursorMass,ExtractedMass,Adduct,Polarity,ChargeState,RT,Window,CollisionEnergy,Lens,EnergyRamp
PI 56:8,,,C65H111O13P,,,,,,,,1131.783507,M+H,+,1,,,,,,,1153.765449,M+Na,+,1,,,,,,,1148.810054,M+NH4,+,1,,,,,,,1129.768954,M-H,-,1,,,,,
PI 56:8;O,,,C65H111O14P,,,,,,,,1147.778422,M+H,+,1,,,,,,,1169.760363,M+Na,+,1,,,,,,,1164.804968,M+NH4,+,1,,,,,,,1145.763869,M-H,-,1,,,,,
PI 56:9,,,C65H109O13P,,,,,,,,1129.767857,M+H,+,1,,,,,,,1151.749799,M+Na,+,1,,,,,,,1146.794404,M+NH4,+,1,,,,,,,1127.753304,M-H,-,1,,,,,
PI 56:9;O,,,C65H109O14P,,,,,,,,1145.762772,M+H,+,1,,,,,,,1167.744713,M+Na,+,1,,,,,,,1162.789318,M+NH4,+,1,,,,,,,1143.748219,M-H,-,1,,,,,
PI 58:0,,,C67H131O13P,,,,,,,,1175.940008,M+H,+,1,,,,,,,1197.921949,M+Na,+,1,,,,,,,1192.966554,M+NH4,+,1,,,,,,,1173.925455,M-H,-,1,,,,,
PI 58:0;O,,,C67H131O14P,,,,,,,,1191.934922,M+H,+,1,,,,,,,1213.916864,M+Na,+,1,,,,,,,1208.961469,M+NH4,+,1,,,,,,,1189.920369,M-H,-,1,,,,,
PI 58:1,,,C67H129O13P,,,,,,,,1173.924358,M+H,+,1,,,,,,,1195.906299,M+Na,+,1,,,,,,,1190.950904,M+NH4,+,1,,,,,,,1171.909805,M-H,-,1,,,,,
PI 58:1;O,,,C67H129O14P,,,,,,,,1189.919272,M+H,+,1,,,,,,,1211.901214,M+Na,+,1,,,,,,,1206.945819,M+NH4,+,1,,,,,,,1187.904719,M-H,-,1,,,,,
PI 58:10,,,C67H111O13P,,,,,,,,1155.783507,M+H,+,1,,,,,,,1177.765449,M+Na,+,1,,,,,,,1172.810054,M+NH4,+,1,,,,,,,1153.768954,M-H,-,1,,,,,
PI 58:10;O,,,C67H111O14P,,,,,,,,1171.778422,M+H,+,1,,,,,,,1193.760363,M+Na,+,1,,,,,,,1188.804968,M+NH4,+,1,,,,,,,1169.763869,M-H,-,1,,,,,
PI 58:11,,,C67H109O13P,,,,,,,,1153.767857,M+H,+,1,,,,,,,1175.749799,M+Na,+,1,,,,,,,1170.794404,M+NH4,+,1,,,,,,,1151.753304,M-H,-,1,,,,,
PI 58:11;O,,,C67H109O14P,,,,,,,,1169.762772,M+H,+,1,,,,,,,1191.744713,M+Na,+,1,,,,,,,1186.789318,M+NH4,+,1,,,,,,,1167.748219,M-H,-,1,,,,,
PI 58:12,,,C67H107O13P,,,,,,,,1151.752207,M+H,+,1,,,,,,,1173.734149,M+Na,+,1,,,,,,,1168.778754,M+NH4,+,1,,,,,,,1149.737654,M-H,-,1,,,,,
PI 58:12;O,,,C67H107O14P,,,,,,,,1167.747122,M+H,+,1,,,,,,,1189.729063,M+Na,+,1,,,,,,,1184.773668,M+NH4,+,1,,,,,,,1165.732569,M-H,-,1,,,,,
PI 58:2,,,C67H127O13P,,,,,,,,1171.908708,M+H,+,1,,,,,,,1193.890649,M+Na,+,1,,,,,,,1188.935254,M+NH4,+,1,,,,,,,1169.894155,M-H,-,1,,,,,
PI 58:3,,,C67H125O13P,,,,,,,,1169.893058,M+H,+,1,,,,,,,1191.874999,M+Na,+,1,,,,,,,1186.919604,M+NH4,+,1,,,,,,,1167.878505,M-H,-,1,,,,,
PI 58:3;O,,,C67H125O14P,,,,,,,,1185.887972,M+H,+,1,,,,,,,1207.869914,M+Na,+,1,,,,,,,1202.914519,M+NH4,+,1,,,,,,,1183.873419,M-H,-,1,,,,,
PI 58:4,,,C67H123O13P,,,,,,,,1167.877407,M+H,+,1,,,,,,,1189.859349,M+Na,+,1,,,,,,,1184.903954,M+NH4,+,1,,,,,,,1165.862855,M-H,-,1,,,,,
PI 58:4;O,,,C67H123O14P,,,,,,,,1183.872322,M+H,+,1,,,,,,,1205.854264,M+Na,+,1,,,,,,,1200.898869,M+NH4,+,1,,,,,,,1181.857769,M-H,-,1,,,,,
PI 58:5,,,C67H121O13P,,,,,,,,1165.861757,M+H,+,1,,,,,,,1187.843699,M+Na,+,1,,,,,,,1182.888304,M+NH4,+,1,,,,,,,1163.847204,M-H,-,1,,,,,
PI 58:5;O,,,C67H121O14P,,,,,,,,1181.856672,M+H,+,1,,,,,,,1203.838614,M+Na,+,1,,,,,,,1198.883219,M+NH4,+,1,,,,,,,1179.842119,M-H,-,1,,,,,
PI 58:6,,,C67H119O13P,,,,,,,,1163.846107,M+H,+,1,,,,,,,1185.828049,M+Na,+,1,,,,,,,1180.872654,M+NH4,+,1,,,,,,,1161.831554,M-H,-,1,,,,,
PI 58:6;O,,,C67H119O14P,,,,,,,,1179.841022,M+H,+,1,,,,,,,1201.822964,M+Na,+,1,,,,,,,1196.867569,M+NH4,+,1,,,,,,,1177.826469,M-H,-,1,,,,,
PI 58:7,,,C67H117O13P,,,,,,,,1161.830457,M+H,+,1,,,,,,,1183.812399,M+Na,+,1,,,,,,,1178.857004,M+NH4,+,1,,,,,,,1159.815904,M-H,-,1,,,,,
PI 58:7;O,,,C67H117O14P,,,,,,,,1177.825372,M+H,+,1,,,,,,,1199.807313,M+Na,+,1,,,,,,,1194.851918,M+NH4,+,1,,,,,,,1175.810819,M-H,-,1,,,,,
PI 58:8,,,C67H115O13P,,,,,,,,1159.814807,M+H,+,1,,,,,,,1181.796749,M+Na,+,1,,,,,,,1176.841354,M+NH4,+,1,,,,,,,1157.800254,M-H,-,1,,,,,
PI 58:8;O,,,C67H115O14P,,,,,,,,1175.809722,M+H,+,1,,,,,,,1197.791663,M+Na,+,1,,,,,,,1192.836268,M+NH4,+,1,,,,,,,1173.795169,M-H,-,1,,,,,
PI 58:9,,,C67H113O13P,,,,,,,,1157.799157,M+H,+,1,,,,,,,1179.781099,M+Na,+,1,,,,,,,1174.825704,M+NH4,+,1,,,,,,,1155.784604,M-H,-,1,,,,,
PI 58:9;O,,,C67H113O14P,,,,,,,,1173.794072,M+H,+,1,,,,,,,1195.776013,M+Na,+,1,,,,,,,1190.820618,M+NH4,+,1,,,,,,,1171.779519,M-H,-,1,,,,,
PI 60:0,,,C69H135O13P,,,,,,,,1203.971308,M+H,+,1,,,,,,,1225.953249,M+Na,+,1,,,,,,,1220.997854,M+NH4,+,1,,,,,,,1201.956755,M-H,-,1,,,,,
PI 60:0;O,,,C69H135O14P,,,,,,,,1219.966222,M+H,+,1,,,,,,,1241.948164,M+Na,+,1,,,,,,,1236.992769,M+NH4,+,1,,,,,,,1217.95167,M-H,-,1,,,,,
PI 60:1,,,C69H133O13P,,,,,,,,1201.955658,M+H,+,1,,,,,,,1223.937599,M+Na,+,1,,,,,,,1218.982204,M+NH4,+,1,,,,,,,1199.941105,M-H,-,1,,,,,
PI 60:1;O,,,C69H133O14P,,,,,,,,1217.950572,M+H,+,1,,,,,,,1239.932514,M+Na,+,1,,,,,,,1234.977119,M+NH4,+,1,,,,,,,1215.936019,M-H,-,1,,,,,
PI 60:10,,,C69H115O13P,,,,,,,,1183.814807,M+H,+,1,,,,,,,1205.796749,M+Na,+,1,,,,,,,1200.841354,M+NH4,+,1,,,,,,,1181.800254,M-H,-,1,,,,,
PI 60:10;O,,,C69H115O14P,,,,,,,,1199.809722,M+H,+,1,,,,,,,1221.791663,M+Na,+,1,,,,,,,1216.836268,M+NH4,+,1,,,,,,,1197.795169,M-H,-,1,,,,,
PI 60:11,,,C69H113O13P,,,,,,,,1181.799157,M+H,+,1,,,,,,,1203.781099,M+Na,+,1,,,,,,,1198.825704,M+NH4,+,1,,,,,,,1179.784604,M-H,-,1,,,,,
PI 60:11;O,,,C69H113O14P,,,,,,,,1197.794072,M+H,+,1,,,,,,,1219.776013,M+Na,+,1,,,,,,,1214.820618,M+NH4,+,1,,,,,,,1195.779519,M-H,-,1,,,,,
PI 60:12,,,C69H111O13P,,,,,,,,1179.783507,M+H,+,1,,,,,,,1201.765449,M+Na,+,1,,,,,,,1196.810054,M+NH4,+,1,,,,,,,1177.768954,M-H,-,1,,,,,
PI 60:12;O,,,C69H111O14P,,,,,,,,1195.778422,M+H,+,1,,,,,,,1217.760363,M+Na,+,1,,,,,,,1212.804968,M+NH4,+,1,,,,,,,1193.763869,M-H,-,1,,,,,
PI 60:2;O,,,C69H131O14P,,,,,,,,1215.934922,M+H,+,1,,,,,,,1237.916864,M+Na,+,1,,,,,,,1232.961469,M+NH4,+,1,,,,,,,1213.920369,M-H,-,1,,,,,
PI 60:3,,,C69H129O13P,,,,,,,,1197.924358,M+H,+,1,,,,,,,1219.906299,M+Na,+,1,,,,,,,1214.950904,M+NH4,+,1,,,,,,,1195.909805,M-H,-,1,,,,,
PI 60:3;O,,,C69H129O14P,,,,,,,,1213.919272,M+H,+,1,,,,,,,1235.901214,M+Na,+,1,,,,,,,1230.945819,M+NH4,+,1,,,,,,,1211.904719,M-H,-,1,,,,,
PI 60:4,,,C69H127O13P,,,,,,,,1195.908708,M+H,+,1,,,,,,,1217.890649,M+Na,+,1,,,,,,,1212.935254,M+NH4,+,1,,,,,,,1193.894155,M-H,-,1,,,,,
PI 60:4;O,,,C69H127O14P,,,,,,,,1211.903622,M+H,+,1,,,,,,,1233.885564,M+Na,+,1,,,,,,,1228.930169,M+NH4,+,1,,,,,,,1209.889069,M-H,-,1,,,,,
PI 60:5,,,C69H125O13P,,,,,,,,1193.893058,M+H,+,1,,,,,,,1215.874999,M+Na,+,1,,,,,,,1210.919604,M+NH4,+,1,,,,,,,1191.878505,M-H,-,1,,,,,
PI 60:5;O,,,C69H125O14P,,,,,,,,1209.887972,M+H,+,1,,,,,,,1231.869914,M+Na,+,1,,,,,,,1226.914519,M+NH4,+,1,,,,,,,1207.873419,M-H,-,1,,,,,
PI 60:6,,,C69H123O13P,,,,,,,,1191.877407,M+H,+,1,,,,,,,1213.859349,M+Na,+,1,,,,,,,1208.903954,M+NH4,+,1,,,,,,,1189.862855,M-H,-,1,,,,,
PI 60:6;O,,,C69H123O14P,,,,,,,,1207.872322,M+H,+,1,,,,,,,1229.854264,M+Na,+,1,,,,,,,1224.898869,M+NH4,+,1,,,,,,,1205.857769,M-H,-,1,,,,,
PI 60:7,,,C69H121O13P,,,,,,,,1189.861757,M+H,+,1,,,,,,,1211.843699,M+Na,+,1,,,,,,,1206.888304,M+NH4,+,1,,,,,,,1187.847204,M-H,-,1,,,,,
PI 60:7;O,,,C69H121O14P,,,,,,,,1205.856672,M+H,+,1,,,,,,,1227.838614,M+Na,+,1,,,,,,,1222.883219,M+NH4,+,1,,,,,,,1203.842119,M-H,-,1,,,,,
PI 60:8,,,C69H119O13P,,,,,,,,1187.846107,M+H,+,1,,,,,,,1209.828049,M+Na,+,1,,,,,,,1204.872654,M+NH4,+,1,,,,,,,1185.831554,M-H,-,1,,,,,
PI 60:8;O,,,C69H119O14P,,,,,,,,1203.841022,M+H,+,1,,,,,,,1225.822964,M+Na,+,1,,,,,,,1220.867569,M+NH4,+,1,,,,,,,1201.826469,M-H,-,1,,,,,
PI 60:9,,,C69H117O13P,,,,,,,,1185.830457,M+H,+,1,,,,,,,1207.812399,M+Na,+,1,,,,,,,1202.857004,M+NH4,+,1,,,,,,,1183.815904,M-H,-,1,,,,,
PI 60:9;O,,,C69H117O14P,,,,,,,,1201.825372,M+H,+,1,,,,,,,1223.807313,M+Na,+,1,,,,,,,1218.851918,M+NH4,+,1,,,,,,,1199.810819,M-H,-,1,,,,,
PI 62:0,,,C71H139O13P,,,,,,,,1232.002608,M+H,+,1,,,,,,,1253.98455,M+Na,+,1,,,,,,,1249.029155,M+NH4,+,1,,,,,,,1229.988055,M-H,-,1,,,,,
PI 62:0;O,,,C71H139O14P,,,,,,,,1247.997523,M+H,+,1,,,,,,,1269.979464,M+Na,+,1,,,,,,,1265.024069,M+NH4,+,1,,,,,,,1245.98297,M-H,-,1,,,,,
PI 62:1,,,C71H137O13P,,,,,,,,1229.986958,M+H,+,1,,,,,,,1251.968899,M+Na,+,1,,,,,,,1247.013504,M+NH4,+,1,,,,,,,1227.972405,M-H,-,1,,,,,
PI 62:1;O,,,C71H137O14P,,,,,,,,1245.981873,M+H,+,1,,,,,,,1267.963814,M+Na,+,1,,,,,,,1263.008419,M+NH4,+,1,,,,,,,1243.96732,M-H,-,1,,,,,
PI 62:2,,,C71H135O13P,,,,,,,,1227.971308,M+H,+,1,,,,,,,1249.953249,M+Na,+,1,,,,,,,1244.997854,M+NH4,+,1,,,,,,,1225.956755,M-H,-,1,,,,,
PI 62:2;O,,,C71H135O14P,,,,,,,,1243.966222,M+H,+,1,,,,,,,1265.948164,M+Na,+,1,,,,,,,1260.992769,M+NH4,+,1,,,,,,,1241.95167,M-H,-,1,,,,,
PI 62:3,,,C71H133O13P,,,,,,,,1225.955658,M+H,+,1,,,,,,,1247.937599,M+Na,+,1,,,,,,,1242.982204,M+NH4,+,1,,,,,,,1223.941105,M-H,-,1,,,,,
PI 62:10;O,,,C71H119O14P,,,,,,,,1227.841022,M+H,+,1,,,,,,,1249.822964,M+Na,+,1,,,,,,,1244.867569,M+NH4,+,1,,,,,,,1225.826469,M-H,-,1,,,,,
PI 62:11,,,C71H117O13P,,,,,,,,1209.830457,M+H,+,1,,,,,,,1231.812399,M+Na,+,1,,,,,,,1226.857004,M+NH4,+,1,,,,,,,1207.815904,M-H,-,1,,,,,
PI 62:12,,,C71H115O13P,,,,,,,,1207.814807,M+H,+,1,,,,,,,1229.796749,M+Na,+,1,,,,,,,1224.841354,M+NH4,+,1,,,,,,,1205.800254,M-H,-,1,,,,,
PI 62:12;O,,,C71H115O14P,,,,,,,,1223.809722,M+H,+,1,,,,,,,1245.791663,M+Na,+,1,,,,,,,1240.836268,M+NH4,+,1,,,,,,,1221.795169,M-H,-,1,,,,,
PI 62:3;O,,,C71H133O14P,,,,,,,,1241.950572,M+H,+,1,,,,,,,1263.932514,M+Na,+,1,,,,,,,1258.977119,M+NH4,+,1,,,,,,,1239.936019,M-H,-,1,,,,,
PI 62:4,,,C71H131O13P,,,,,,,,1223.940008,M+H,+,1,,,,,,,1245.921949,M+Na,+,1,,,,,,,1240.966554,M+NH4,+,1,,,,,,,1221.925455,M-H,-,1,,,,,
PI 62:4;O,,,C71H131O14P,,,,,,,,1239.934922,M+H,+,1,,,,,,,1261.916864,M+Na,+,1,,,,,,,1256.961469,M+NH4,+,1,,,,,,,1237.920369,M-H,-,1,,,,,
PI 62:5,,,C71H129O13P,,,,,,,,1221.924358,M+H,+,1,,,,,,,1243.906299,M+Na,+,1,,,,,,,1238.950904,M+NH4,+,1,,,,,,,1219.909805,M-H,-,1,,,,,
PI 62:5;O,,,C71H129O14P,,,,,,,,1237.919272,M+H,+,1,,,,,,,1259.901214,M+Na,+,1,,,,,,,1254.945819,M+NH4,+,1,,,,,,,1235.904719,M-H,-,1,,,,,
PI 62:6,,,C71H127O13P,,,,,,,,1219.908708,M+H,+,1,,,,,,,1241.890649,M+Na,+,1,,,,,,,1236.935254,M+NH4,+,1,,,,,,,1217.894155,M-H,-,1,,,,,
PI 62:6;O,,,C71H127O14P,,,,,,,,1235.903622,M+H,+,1,,,,,,,1257.885564,M+Na,+,1,,,,,,,1252.930169,M+NH4,+,1,,,,,,,1233.889069,M-H,-,1,,,,,
PI 62:7,,,C71H125O13P,,,,,,,,1217.893058,M+H,+,1,,,,,,,1239.874999,M+Na,+,1,,,,,,,1234.919604,M+NH4,+,1,,,,,,,1215.878505,M-H,-,1,,,,,
PI 62:7;O,,,C71H125O14P,,,,,,,,1233.887972,M+H,+,1,,,,,,,1255.869914,M+Na,+,1,,,,,,,1250.914519,M+NH4,+,1,,,,,,,1231.873419,M-H,-,1,,,,,
PI 62:8,,,C71H123O13P,,,,,,,,1215.877407,M+H,+,1,,,,,,,1237.859349,M+Na,+,1,,,,,,,1232.903954,M+NH4,+,1,,,,,,,1213.862855,M-H,-,1,,,,,
PI 62:8;O,,,C71H123O14P,,,,,,,,1231.872322,M+H,+,1,,,,,,,1253.854264,M+Na,+,1,,,,,,,1248.898869,M+NH4,+,1,,,,,,,1229.857769,M-H,-,1,,,,,
PI 62:9,,,C71H121O13P,,,,,,,,1213.861757,M+H,+,1,,,,,,,1235.843699,M+Na,+,1,,,,,,,1230.888304,M+NH4,+,1,,,,,,,1211.847204,M-H,-,1,,,,,
PI 62:9;O,,,C71H121O14P,,,,,,,,1229.856672,M+H,+,1,,,,,,,1251.838614,M+Na,+,1,,,,,,,1246.883219,M+NH4,+,1,,,,,,,1227.842119,M-H,-,1,,,,,
PI 64:0,,,C73H143O13P,,,,,,,,1260.033908,M+H,+,1,,,,,,,1282.01585,M+Na,+,1,,,,,,,1277.060455,M+NH4,+,1,,,,,,,1258.019355,M-H,-,1,,,,,
PI 64:0;O,,,C73H143O14P,,,,,,,,1276.028823,M+H,+,1,,,,,,,1298.010764,M+Na,+,1,,,,,,,1293.055369,M+NH4,+,1,,,,,,,1274.01427,M-H,-,1,,,,,
PI 64:1,,,C73H141O13P,,,,,,,,1258.018258,M+H,+,1,,,,,,,1280.0002,M+Na,+,1,,,,,,,1275.044805,M+NH4,+,1,,,,,,,1256.003705,M-H,-,1,,,,,
PI 64:1;O,,,C73H141O14P,,,,,,,,1274.013173,M+H,+,1,,,,,,,1295.995114,M+Na,+,1,,,,,,,1291.039719,M+NH4,+,1,,,,,,,1271.99862,M-H,-,1,,,,,
PI 64:10,,,C73H123O13P,,,,,,,,1239.877407,M+H,+,1,,,,,,,1261.859349,M+Na,+,1,,,,,,,1256.903954,M+NH4,+,1,,,,,,,1237.862855,M-H,-,1,,,,,
PI 64:10;O,,,C73H123O14P,,,,,,,,1255.872322,M+H,+,1,,,,,,,1277.854264,M+Na,+,1,,,,,,,1272.898869,M+NH4,+,1,,,,,,,1253.857769,M-H,-,1,,,,,
PI 64:11,,,C73H121O13P,,,,,,,,1237.861757,M+H,+,1,,,,,,,1259.843699,M+Na,+,1,,,,,,,1254.888304,M+NH4,+,1,,,,,,,1235.847204,M-H,-,1,,,,,
PI 64:11;O,,,C73H121O14P,,,,,,,,1253.856672,M+H,+,1,,,,,,,1275.838614,M+Na,+,1,,,,,,,1270.883219,M+NH4,+,1,,,,,,,1251.842119,M-H,-,1,,,,,
PI 64:12,,,C73H119O13P,,,,,,,,1235.846107,M+H,+,1,,,,,,,1257.828049,M+Na,+,1,,,,,,,1252.872654,M+NH4,+,1,,,,,,,1233.831554,M-H,-,1,,,,,
PI 64:2,,,C73H139O13P,,,,,,,,1256.002608,M+H,+,1,,,,,,,1277.98455,M+Na,+,1,,,,,,,1273.029155,M+NH4,+,1,,,,,,,1253.988055,M-H,-,1,,,,,
PI 64:2;O,,,C73H139O14P,,,,,,,,1271.997523,M+H,+,1,,,,,,,1293.979464,M+Na,+,1,,,,,,,1289.024069,M+NH4,+,1,,,,,,,1269.98297,M-H,-,1,,,,,
PI 64:3,,,C73H137O13P,,,,,,,,1253.986958,M+H,+,1,,,,,,,1275.968899,M+Na,+,1,,,,,,,1271.013504,M+NH4,+,1,,,,,,,1251.972405,M-H,-,1,,,,,
PI 64:3;O,,,C73H137O14P,,,,,,,,1269.981873,M+H,+,1,,,,,,,1291.963814,M+Na,+,1,,,,,,,1287.008419,M+NH4,+,1,,,,,,,1267.96732,M-H,-,1,,,,,
PI 64:4,,,C73H135O13P,,,,,,,,1251.971308,M+H,+,1,,,,,,,1273.953249,M+Na,+,1,,,,,,,1268.997854,M+NH4,+,1,,,,,,,1249.956755,M-H,-,1,,,,,
PI 64:4;O,,,C73H135O14P,,,,,,,,1267.966222,M+H,+,1,,,,,,,1289.948164,M+Na,+,1,,,,,,,1284.992769,M+NH4,+,1,,,,,,,1265.95167,M-H,-,1,,,,,
PI 64:5,,,C73H133O13P,,,,,,,,1249.955658,M+H,+,1,,,,,,,1271.937599,M+Na,+,1,,,,,,,1266.982204,M+NH4,+,1,,,,,,,1247.941105,M-H,-,1,,,,,
PI 64:5;O,,,C73H133O14P,,,,,,,,1265.950572,M+H,+,1,,,,,,,1287.932514,M+Na,+,1,,,,,,,1282.977119,M+NH4,+,1,,,,,,,1263.936019,M-H,-,1,,,,,
PI 64:6,,,C73H131O13P,,,,,,,,1247.940008,M+H,+,1,,,,,,,1269.921949,M+Na,+,1,,,,,,,1264.966554,M+NH4,+,1,,,,,,,1245.925455,M-H,-,1,,,,,
PI 64:6;O,,,C73H131O14P,,,,,,,,1263.934922,M+H,+,1,,,,,,,1285.916864,M+Na,+,1,,,,,,,1280.961469,M+NH4,+,1,,,,,,,1261.920369,M-H,-,1,,,,,
PI 64:7,,,C73H129O13P,,,,,,,,1245.924358,M+H,+,1,,,,,,,1267.906299,M+Na,+,1,,,,,,,1262.950904,M+NH4,+,1,,,,,,,1243.909805,M-H,-,1,,,,,
PI 64:7;O,,,C73H129O14P,,,,,,,,1261.919272,M+H,+,1,,,,,,,1283.901214,M+Na,+,1,,,,,,,1278.945819,M+NH4,+,1,,,,,,,1259.904719,M-H,-,1,,,,,
PI 64:8,,,C73H127O13P,,,,,,,,1243.908708,M+H,+,1,,,,,,,1265.890649,M+Na,+,1,,,,,,,1260.935254,M+NH4,+,1,,,,,,,1241.894155,M-H,-,1,,,,,
PI 64:8;O,,,C73H127O14P,,,,,,,,1259.903622,M+H,+,1,,,,,,,1281.885564,M+Na,+,1,,,,,,,1276.930169,M+NH4,+,1,,,,,,,1257.889069,M-H,-,1,,,,,
PI 64:9,,,C73H125O13P,,,,,,,,1241.893058,M+H,+,1,,,,,,,1263.874999,M+Na,+,1,,,,,,,1258.919604,M+NH4,+,1,,,,,,,1239.878505,M-H,-,1,,,,,
PI 64:9;O,,,C73H125O14P,,,,,,,,1257.887972,M+H,+,1,,,,,,,1279.869914,M+Na,+,1,,,,,,,1274.914519,M+NH4,+,1,,,,,,,1255.873419,M-H,-,1,,,,,
PI 66:0,,,C75H147O13P,,,,,,,,1288.065208,M+H,+,1,,,,,,,1310.04715,M+Na,+,1,,,,,,,1305.091755,M+NH4,+,1,,,,,,,1286.050655,M-H,-,1,,,,,
PI 66:0;O,,,C75H147O14P,,,,,,,,1304.060123,M+H,+,1,,,,,,,1326.042064,M+Na,+,1,,,,,,,1321.086669,M+NH4,+,1,,,,,,,1302.04557,M-H,-,1,,,,,
PI 66:1,,,C75H145O13P,,,,,,,,1286.049558,M+H,+,1,,,,,,,1308.0315,M+Na,+,1,,,,,,,1303.076105,M+NH4,+,1,,,,,,,1284.035005,M-H,-,1,,,,,
PI 66:1;O,,,C75H145O14P,,,,,,,,1302.044473,M+H,+,1,,,,,,,1324.026414,M+Na,+,1,,,,,,,1319.071019,M+NH4,+,1,,,,,,,1300.02992,M-H,-,1,,,,,
PI 66:10,,,C75H127O13P,,,,,,,,1267.908708,M+H,+,1,,,,,,,1289.890649,M+Na,+,1,,,,,,,1284.935254,M+NH4,+,1,,,,,,,1265.894155,M-H,-,1,,,,,
PI 66:10;O,,,C75H127O14P,,,,,,,,1283.903622,M+H,+,1,,,,,,,1305.885564,M+Na,+,1,,,,,,,1300.930169,M+NH4,+,1,,,,,,,1281.889069,M-H,-,1,,,,,
PI 66:11,,,C75H125O13P,,,,,,,,1265.893058,M+H,+,1,,,,,,,1287.874999,M+Na,+,1,,,,,,,1282.919604,M+NH4,+,1,,,,,,,1263.878505,M-H,-,1,,,,,
PI 66:2,,,C75H143O13P,,,,,,,,1284.033908,M+H,+,1,,,,,,,1306.01585,M+Na,+,1,,,,,,,1301.060455,M+NH4,+,1,,,,,,,1282.019355,M-H,-,1,,,,,
PI 66:3,,,C75H141O13P,,,,,,,,1282.018258,M+H,+,1,,,,,,,1304.0002,M+Na,+,1,,,,,,,1299.044805,M+NH4,+,1,,,,,,,1280.003705,M-H,-,1,,,,,
PI 66:3;O,,,C75H141O14P,,,,,,,,1298.013173,M+H,+,1,,,,,,,1319.995114,M+Na,+,1,,,,,,,1315.039719,M+NH4,+,1,,,,,,,1295.99862,M-H,-,1,,,,,
PI 66:4,,,C75H139O13P,,,,,,,,1280.002608,M+H,+,1,,,,,,,1301.98455,M+Na,+,1,,,,,,,1297.029155,M+NH4,+,1,,,,,,,1277.988055,M-H,-,1,,,,,
PI 66:4;O,,,C75H139O14P,,,,,,,,1295.997523,M+H,+,1,,,,,,,1317.979464,M+Na,+,1,,,,,,,1313.024069,M+NH4,+,1,,,,,,,1293.98297,M-H,-,1,,,,,
PI 66:5,,,C75H137O13P,,,,,,,,1277.986958,M+H,+,1,,,,,,,1299.968899,M+Na,+,1,,,,,,,1295.013504,M+NH4,+,1,,,,,,,1275.972405,M-H,-,1,,,,,
PI 66:5;O,,,C75H137O14P,,,,,,,,1293.981873,M+H,+,1,,,,,,,1315.963814,M+Na,+,1,,,,,,,1311.008419,M+NH4,+,1,,,,,,,1291.96732,M-H,-,1,,,,,
PI 66:6,,,C75H135O13P,,,,,,,,1275.971308,M+H,+,1,,,,,,,1297.953249,M+Na,+,1,,,,,,,1292.997854,M+NH4,+,1,,,,,,,1273.956755,M-H,-,1,,,,,
PI 66:6;O,,,C75H135O14P,,,,,,,,1291.966222,M+H,+,1,,,,,,,1313.948164,M+Na,+,1,,,,,,,1308.992769,M+NH4,+,1,,,,,,,1289.95167,M-H,-,1,,,,,
PI 66:7,,,C75H133O13P,,,,,,,,1273.955658,M+H,+,1,,,,,,,1295.937599,M+Na,+,1,,,,,,,1290.982204,M+NH4,+,1,,,,,,,1271.941105,M-H,-,1,,,,,
PI 66:7;O,,,C75H133O14P,,,,,,,,1289.950572,M+H,+,1,,,,,,,1311.932514,M+Na,+,1,,,,,,,1306.977119,M+NH4,+,1,,,,,,,1287.936019,M-H,-,1,,,,,
PI 66:8,,,C75H131O13P,,,,,,,,1271.940008,M+H,+,1,,,,,,,1293.921949,M+Na,+,1,,,,,,,1288.966554,M+NH4,+,1,,,,,,,1269.925455,M-H,-,1,,,,,
PI 66:8;O,,,C75H131O14P,,,,,,,,1287.934922,M+H,+,1,,,,,,,1309.916864,M+Na,+,1,,,,,,,1304.961469,M+NH4,+,1,,,,,,,1285.920369,M-H,-,1,,,,,
PI 66:9,,,C75H129O13P,,,,,,,,1269.924358,M+H,+,1,,,,,,,1291.906299,M+Na,+,1,,,,,,,1286.950904,M+NH4,+,1,,,,,,,1267.909805,M-H,-,1,,,,,
PI 66:9;O,,,C75H129O14P,,,,,,,,1285.919272,M+H,+,1,,,,,,,1307.901214,M+Na,+,1,,,,,,,1302.945819,M+NH4,+,1,,,,,,,1283.904719,M-H,-,1,,,,,
PI 66:12,,,C75H123O13P,,,,,,,,1263.877407,M+H,+,1,,,,,,,1285.859349,M+Na,+,1,,,,,,,1280.903954,M+NH4,+,1,,,,,,,1261.862855,M-H,-,1,,,,,
